-1.16	0.394739
-1.15	0.400889
-1.14	0.407106
-1.13	0.413387
-1.12	0.41973
-1.11	0.426134
-1.1	0.432596
-1.09	0.439115
-1.08	0.445689
-1.07	0.452315
-1.06	0.458992
-1.05	0.465718
-1.04	0.47249
-1.03	0.479306
-1.02	0.486165
-1.01	0.493063
-1	0.5
-0.99	0.506972
-0.98	0.513978
-0.97	0.521015
-0.96	0.52808
-0.95	0.535173
-0.94	0.54229
-0.93	0.549428
-0.92	0.556587
-0.91	0.563763
-0.9	0.570954
-0.89	0.578157
-0.88	0.585371
-0.87	0.592592
-0.86	0.59982
-0.85	0.60705
-0.84	0.614281
-0.83	0.62151
-0.82	0.628735
-0.81	0.635953
-0.8	0.643163
-0.79	0.650361
-0.78	0.657545
-0.77	0.664712
-0.76	0.671862
-0.75	0.67899
-0.74	0.686094
-0.73	0.693173
-0.72	0.700223
-0.71	0.707242
-0.7	0.714228
-0.69	0.721179
-0.68	0.728092
-0.67	0.734964
-0.66	0.741794
-0.65	0.748579
-0.64	0.755316
-0.63	0.762004
-0.62	0.76864
-0.61	0.775222
-0.6	0.781747
-0.59	0.788214
-0.58	0.794619
-0.57	0.800962
-0.56	0.807239
-0.55	0.813448
-0.54	0.819588
-0.53	0.825656
-0.52	0.83165
-0.51	0.837568
-0.5	0.843407
-0.49	0.849167
-0.48	0.854845
-0.47	0.860439
-0.46	0.865946
-0.45	0.871366
-0.44	0.876696
-0.43	0.881934
-0.42	0.887079
-0.41	0.892128
-0.4	0.89708
-0.39	0.901934
-0.38	0.906687
-0.37	0.911338
-0.36	0.915885
-0.35	0.920327
-0.34	0.924662
-0.33	0.928888
-0.32	0.933005
-0.31	0.93701
-0.3	0.940902
-0.29	0.944681
-0.28	0.948344
-0.27	0.95189
-0.26	0.955318
-0.25	0.958627
-0.24	0.961816
-0.23	0.964883
-0.22	0.967828
-0.21	0.970649
-0.2	0.973346
-0.19	0.975917
-0.18	0.978362
-0.17	0.98068
-0.16	0.982869
-0.15	0.98493
-0.14	0.986861
-0.13	0.988662
-0.12	0.990332
-0.11	0.991871
-0.1	0.993278
-0.09	0.994552
-0.08	0.995693
-0.07	0.996701
-0.06	0.997575
-0.05	0.998316
-0.04	0.998922
-0.03	0.999393
-0.02	0.99973
-0.01	0.999933
0	1
0.01	0.999933
0.02	0.99973
0.03	0.999393
0.04	0.998922
0.05	0.998316
0.06	0.997575
0.07	0.996701
0.08	0.995693
0.09	0.994552
0.1	0.993278
0.11	0.991871
0.12	0.990332
0.13	0.988662
0.14	0.986861
0.15	0.98493
0.16	0.982869
0.17	0.98068
0.18	0.978362
0.19	0.975917
0.2	0.973346
0.21	0.970649
0.22	0.967828
0.23	0.964883
0.24	0.961816
0.25	0.958627
0.26	0.955318
0.27	0.95189
0.28	0.948344
0.29	0.944681
0.3	0.940902
0.31	0.93701
0.32	0.933005
0.33	0.928888
0.34	0.924662
0.35	0.920327
0.36	0.915885
0.37	0.911338
0.38	0.906687
0.39	0.901934
0.4	0.89708
0.41	0.892128
0.42	0.887079
0.43	0.881934
0.44	0.876696
0.45	0.871366
0.46	0.865946
0.47	0.860439
0.48	0.854845
0.49	0.849167
0.5	0.843407
0.51	0.837568
0.52	0.83165
0.53	0.825656
0.54	0.819588
0.55	0.813448
0.56	0.807239
0.57	0.800962
0.58	0.794619
0.59	0.788214
0.6	0.781747
0.61	0.775222
0.62	0.76864
0.63	0.762004
0.64	0.755316
0.65	0.748579
0.66	0.741794
0.67	0.734964
0.68	0.728092
0.69	0.721179
0.7	0.714228
0.71	0.707242
0.72	0.700223
0.73	0.693173
0.74	0.686094
0.75	0.67899
0.76	0.671862
0.77	0.664712
0.78	0.657545
0.79	0.650361
0.8	0.643163
0.81	0.635953
0.82	0.628735
0.83	0.62151
0.84	0.614281
0.85	0.60705
0.86	0.59982
0.87	0.592592
0.88	0.585371
0.89	0.578157
0.9	0.570954
0.91	0.563763
0.92	0.556587
0.93	0.549428
0.94	0.54229
0.95	0.535173
0.96	0.52808
0.97	0.521015
0.98	0.513978
0.99	0.506972
1	0.5
1.01	0.493063
1.02	0.486165
1.03	0.479306
1.04	0.47249
1.05	0.465718
1.06	0.458992
1.07	0.452315
1.08	0.445689
1.09	0.439115
1.1	0.432596
1.11	0.426134
1.12	0.41973
1.13	0.413387
1.14	0.407106
1.15	0.400889
1.16	0.394739
1.17	0.388656
1.18	0.382643
1.19	0.376701
1.2	0.370833
1.21	0.365039
1.22	0.359321
1.23	0.353681
1.24	0.348121
1.25	0.342641
1.26	0.337244
1.27	0.33193
1.28	0.326702
1.29	0.321559
1.3	0.316505
1.31	0.311539
1.32	0.306663
1.33	0.301879
1.34	0.297186
1.35	0.292587
1.36	0.288083
1.37	0.283673
1.38	0.279359
1.39	0.275143
1.4	0.271024
1.41	0.267004
1.42	0.263082
1.43	0.259261
1.44	0.25554
1.45	0.25192
1.46	0.248401
1.47	0.244984
1.48	0.241669
1.49	0.238456
1.5	0.235347
1.51	0.23234
1.52	0.229436
1.53	0.226635
1.54	0.223938
1.55	0.221343
1.56	0.218852
1.57	0.216464
1.58	0.214178
1.59	0.211995
1.6	0.209914
1.61	0.207935
1.62	0.206058
1.63	0.204281
1.64	0.202605
1.65	0.201028
1.66	0.199551
1.67	0.198172
1.68	0.196891
1.69	0.195706
1.7	0.194618
1.71	0.193624
1.72	0.192725
1.73	0.191919
1.74	0.191204
1.75	0.19058
1.76	0.190046
1.77	0.1896
1.78	0.189241
1.79	0.188968
1.8	0.188778
1.81	0.188672
1.82	0.188646
1.83	0.1887
1.84	0.188832
1.85	0.189039
1.86	0.189322
1.87	0.189677
1.88	0.190103
1.89	0.190597
1.9	0.191159
1.91	0.191786
1.92	0.192475
1.93	0.193226
1.94	0.194035
1.95	0.194901
1.96	0.195821
1.97	0.196793
1.98	0.197815
1.99	0.198885
2	0.2
2.01	0.201158
2.02	0.202356
2.03	0.203591
2.04	0.204862
2.05	0.206166
2.06	0.2075
2.07	0.208862
2.08	0.210248
2.09	0.211657
2.1	0.213086
2.11	0.214531
2.12	0.215991
2.13	0.217461
2.14	0.218941
2.15	0.220426
2.16	0.221914
2.17	0.223403
2.18	0.224888
2.19	0.226368
2.2	0.22784
2.21	0.2293
2.22	0.230746
2.23	0.232174
2.24	0.233583
2.25	0.234969
2.26	0.236328
2.27	0.237659
2.28	0.238958
2.29	0.240223
2.3	0.241449
2.31	0.242636
2.32	0.243779
2.33	0.244876
2.34	0.245923
2.35	0.246919
2.36	0.24786
2.37	0.248744
2.38	0.249567
2.39	0.250327
2.4	0.251021
2.41	0.251646
2.42	0.2522
2.43	0.25268
2.44	0.253084
2.45	0.253408
2.46	0.253651
2.47	0.25381
2.48	0.253881
2.49	0.253864
2.5	0.253755
2.51	0.253553
2.52	0.253254
2.53	0.252858
2.54	0.25236
2.55	0.25176
2.56	0.251056
2.57	0.250245
2.58	0.249325
2.59	0.248296
2.6	0.247154
2.61	0.245898
2.62	0.244526
2.63	0.243038
2.64	0.241431
2.65	0.239704
2.66	0.237856
2.67	0.235885
2.68	0.233791
2.69	0.231572
2.7	0.229227
2.71	0.226756
2.72	0.224158
2.73	0.221431
2.74	0.218576
2.75	0.215592
2.76	0.212478
2.77	0.209235
2.78	0.205862
2.79	0.202359
2.8	0.198726
2.81	0.194964
2.82	0.191072
2.83	0.187051
2.84	0.182902
2.85	0.178626
2.86	0.174222
2.87	0.169692
2.88	0.165038
2.89	0.160259
2.9	0.155359
2.91	0.150337
2.92	0.145195
2.93	0.139936
2.94	0.134561
2.95	0.129073
2.96	0.123472
2.97	0.117762
2.98	0.111945
2.99	0.106023
3	0.1
3.01	0.0938777
3.02	0.0876596
3.03	0.0813487
3.04	0.0749483
3.05	0.068462
3.06	0.0618934
3.07	0.0552462
3.08	0.0485244
3.09	0.041732
3.1	0.0348733
3.11	0.0279527
3.12	0.0209747
3.13	0.013944
3.14	0.00686557
3.15	-0.000255679
3.16	-0.00741453
3.17	-0.0146056
3.18	-0.0218235
3.19	-0.0290625
3.2	-0.0363169
3.21	-0.0435805
3.22	-0.0508475
3.23	-0.0581113
3.24	-0.0653658
3.25	-0.0726042
3.26	-0.0798199
3.27	-0.0870059
3.28	-0.0941553
3.29	-0.101261
3.3	-0.108315
3.31	-0.115311
3.32	-0.12224
3.33	-0.129096
3.34	-0.13587
3.35	-0.142554
3.36	-0.14914
3.37	-0.155619
3.38	-0.161984
3.39	-0.168226
3.4	-0.174335
3.41	-0.180305
3.42	-0.186124
3.43	-0.191785
3.44	-0.197279
3.45	-0.202595
3.46	-0.207725
3.47	-0.21266
3.48	-0.21739
3.49	-0.221905
3.5	-0.226196
3.51	-0.230253
3.52	-0.234066
3.53	-0.237626
3.54	-0.240922
3.55	-0.243944
3.56	-0.246683
3.57	-0.249129
3.58	-0.251271
3.59	-0.253099
3.6	-0.254603
3.61	-0.255773
3.62	-0.256599
3.63	-0.25707
3.64	-0.257178
3.65	-0.256911
3.66	-0.256259
3.67	-0.255213
3.68	-0.253762
3.69	-0.251897
3.7	-0.249608
3.71	-0.246885
3.72	-0.243718
3.73	-0.240099
3.74	-0.236016
3.75	-0.231462
3.76	-0.226426
3.77	-0.220901
3.78	-0.214877
3.79	-0.208344
3.8	-0.201296
3.81	-0.193724
3.82	-0.185619
3.83	-0.176974
3.84	-0.16778
3.85	-0.158032
3.86	-0.147721
3.87	-0.136841
3.88	-0.125386
3.89	-0.113349
3.9	-0.100724
3.91	-0.0875069
3.92	-0.0736916
3.93	-0.0592737
3.94	-0.0442489
3.95	-0.0286135
3.96	-0.0123642
3.97	0.00450212
3.98	0.0219877
3.99	0.0400944
4	0.0588235
4.01	0.078176
4.02	0.0981519
4.03	0.118751
4.04	0.139972
4.05	0.161813
4.06	0.184272
4.07	0.207347
4.08	0.231032
4.09	0.255324
4.1	0.280218
4.11	0.305706
4.12	0.331783
4.13	0.35844
4.14	0.385669
4.15	0.413461
4.16	0.441803
4.17	0.470686
4.18	0.500097
4.19	0.530021
4.2	0.560444
4.21	0.591352
4.22	0.622725
4.23	0.654547
4.24	0.686799
4.25	0.719459
4.26	0.752506
4.27	0.785917
4.28	0.819667
4.29	0.853731
4.3	0.888081
4.31	0.922688
4.32	0.957523
4.33	0.992553
4.34	1.02774
4.35	1.06306
4.36	1.09847
4.37	1.13393
4.38	1.1694
4.39	1.20485
4.4	1.24021
4.41	1.27546
4.42	1.31054
4.43	1.3454
4.44	1.37999
4.45	1.41426
4.46	1.44815
4.47	1.4816
4.48	1.51456
4.49	1.54695
4.5	1.57872
4.51	1.6098
4.52	1.64011
4.53	1.66958
4.54	1.69815
4.55	1.72572
4.56	1.75223
4.57	1.77758
4.58	1.80169
4.59	1.82448
4.6	1.84585
4.61	1.8657
4.62	1.88394
4.63	1.90046
4.64	1.91517
4.65	1.92795
4.66	1.93869
4.67	1.94728
4.68	1.95361
4.69	1.95754
4.7	1.95895
4.71	1.95772
4.72	1.95371
4.73	1.94679
4.74	1.93681
4.75	1.92363
4.76	1.9071
4.77	1.88707
4.78	1.86339
4.79	1.83588
4.8	1.80439
4.81	1.76873
4.82	1.72875
4.83	1.68426
4.84	1.63507
4.85	1.58099
4.86	1.52183
4.87	1.45739
4.88	1.38747
4.89	1.31185
4.9	1.23032
4.91	1.14265
4.92	1.04863
4.93	0.948023
4.94	0.840583
4.95	0.726071
4.96	0.604237
4.97	0.474824
4.98	0.33757
4.99	0.192208
5	0.0384615
